"","group","group_name","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31","C32","C33","C34","C35","C36","C37","C38","C39","C40"
"AWFQ01000007.543.2090",1,"counts",116,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,60,0,8,0,155
"AXVO01000009.222.1744",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AYMP01000037.63.1585",1,"counts",2,2,1,1,1,0,1,1,1,2,3,1,3,1,1,1,0,2,0,4,0,0,4,2,0,0,9,0,0,4,0,0,0,0,1,0,0,0,0,3
"DQ229102.1.1535",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU791122.1.1523",1,"counts",0,0,0,0,0,0,2,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLN01005933.9.1531",1,"counts",0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLN01010442.9.1531",1,"counts",0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAIQ01048712.3375.4897",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HK555632.10.1532",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JN092599.1.1535",1,"counts",0,4,0,0,5,0,3,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0
"KC283052.1.1536",1,"counts",0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LZEX01000005.43.1590",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB118033.1.1533",1,"counts",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"AB855726.1.1526",1,"counts",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AEZJ02000039.521.2062",1,"counts",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFUV01000004.339540.341080",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP015403.1369456.1371009",1,"counts",3841,1762,439,86,1626,1483,2485,1283,576,1241,1950,1844,1224,935,132,877,1057,694,771,567,709,540,405,519,1572,883,985,854,212,861,138,154,193,295,548,1729,535,436,286,5073
"CP017665.1276159.1277680",1,"counts",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DQ777942.1.1523",1,"counts",0,0,8,0,0,0,0,0,0,0,0,0,9,8,1,0,0,0,26,19,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,144,0,6,0
"EF436433.1.1522",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EF525539.1.1537",1,"counts",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLN01000389.11.1532",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLN01000546.8.1529",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLN01000855.9.1530",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLN01007699.15.1536",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLN01008559.13.1534",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"FPLN01009130.13.1534",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLN01009549.9.1530",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLN01010122.33.1554",1,"counts",2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
"FPLP01001720.12.1533",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLP01002800.10.1531",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLP01005732.13.1534",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HQ883938.1.1522",1,"counts",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"KF256028.1.1522",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"KF798716.1.1525",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AB627641.1.1533",1,"counts",0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0
"AB969408.1.1533",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ444288.1.1533",1,"counts",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EF406604.1.1522",1,"counts",59,234,50,69,69,89,40,42,29,44,99,206,103,103,46,58,44,30,57,49,88,71,107,76,46,148,240,54,18,46,53,38,49,40,115,25,166,72,35,5
"FJ951905.1.1521",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLN01008787.12.1532",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLN01009100.13.1533",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLN01009530.8.1528",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLN01010390.8.1528",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FPLP01000375.13.1533",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLP01005029.13.1533",1,"counts",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GFBH01086591.67.1587",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GQ451294.1.1526",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JN969333.1.1531",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KF169839.1.1541",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KU598985.1.1521",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"U90314.1.1541",1,"counts",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB438223.1.1521",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB626910.1.1521",1,"counts",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB661449.1.1532",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"ACTI01000029.29.1556",1,"counts",0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,0,19,32,0,2,3,104,20,0,18,11,0,0,0,0,1,0,24,0,17,28,0,0,0,0
"ASSW01000015.461351.462878",1,"counts",0,0,38,0,0,0,0,0,0,0,0,1,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DQ360844.1.1532",1,"counts",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FIZH01000008.70399.71918",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLN01003342.15.1534",1,"counts",0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"FPLN01004615.17.1536",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HQ716224.1.1521",1,"counts",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"JQ711737.1.1532",1,"counts",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KR068404.1.1520",1,"counts",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AB606354.1.1519",1,"counts",1,0,66,111,0,0,1,0,0,0,0,0,0,4,59,0,0,0,46,3,41,0,133,34,0,0,0,1,41,0,0,23,135,73,20,0,2,5,91,0
"AB702924.1.1524",1,"counts",0,0,23,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AKCD01000001.321917.323435",1,"counts",1275,2790,305,337,357,2942,922,2024,1755,579,3002,1289,3666,1733,123,1952,1945,5435,216,776,259,3207,88,98,796,448,118,184,4,95,10,96,30,135,113,3884,302,99,14,681
"DQ905926.1.1529",1,"counts",8,4,0,2,2,2,1,0,2,2,8,12,2,1,0,3,0,0,0,8,2,4,1,3,2,1,9,4,1,1,0,3,1,4,2,8,5,4,5,4
"EU843173.1.1540",1,"counts",0,3,0,33,4,1,3,1,10,8,0,0,0,0,9,0,0,0,0,5,5,0,0,0,0,2,0,31,196,26,14,22,129,55,91,0,206,33,58,0
"KF621060.1.1519",1,"counts",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB627689.1.1530",1,"counts",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,11,2,1,0,35,2,282,947,1095,2,93,246,76,66,1089,3,169,29,1969,423,418,107,450,32,0
"CALK01000057.3384.4901",1,"counts",56,8,20,12,30,25,17,44,58,129,118,34,71,4,3,24,39,12,20,51,75,0,0,0,103,38,49,18,0,26,0,7,6,6,5,1,2,1,0,40
"CBWN010000030.3384.4921",1,"counts",0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0
"EF604619.1.1518",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FMGP01000001.650541.652058",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLM01003000.9.1526",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLM01006183.13.1530",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HQ883936.1.1518",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HQ883940.1.1518",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JN254645.1.1523",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX145037.1.1531",1,"counts",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"AB188790.1.1517",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB969619.1.1529",1,"counts",36,15,7,15,0,37,2,17,10,34,6,3,7,0,3,6,20,2,36,22,953,1,0,42,95,18,15,59,9,1,0,2,50,130,0,0,120,17,0,25
"AF262236.1.1531",1,"counts",5,2,0,0,8,7,0,1,1,4,0,8,2,12,1,0,13,13,1,7,1,6,0,0,9,104,61,7,0,0,0,0,0,0,1,2,4,1,0,5
"AY661991.1.1529",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJ172874.1.1517",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FJ881220.1.1517",1,"counts",0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
"HQ883943.1.1517",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB627492.1.1527",1,"counts",155,94,244,301,66,647,214,243,306,51,280,126,53,42,82,269,259,156,175,86,1031,0,263,176,110,6,9,204,99,66,7,93,139,70,284,4,117,145,205,63
"AKNF01001123.2375.3897",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BBXJ01000001.2660388.2661903",1,"counts",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0
"EF406671.1.1517",1,"counts",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,6,2,8,0,3,4,0,0,0,140,1,1,5,4,7,0,18
"FJ957835.1.1517",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLN01001151.8.1523",1,"counts",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLO01000691.7.1522",1,"counts",90,114,11,6,64,144,155,314,45,26,95,95,33,131,35,176,319,366,17,69,0,131,0,64,13,118,28,19,17,23,13,18,1,23,104,125,127,28,3,64
"AY587831.1.1515",1,"counts",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AY958808.1.1523",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BAHW02000064.49.1563",1,"counts",58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13,10,0,0,0,10,0,0,22,0,29,10,13,0,0,0,4,0,0,8,7,2,0,75
"FMGA01000006.679.2193",1,"counts",0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"FTYE01000020.375.1897",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX198656.1.1515",1,"counts",2,108,429,39,0,219,31,134,7,36,15,0,0,12,136,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,42,59,0,33,31,0,0,4,21,0
"LN907736.1.1566",1,"counts",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3
"MLAJ01000016.155.1693",1,"counts",6,45,42,9,1,40,2,3,9,8,32,7,20,94,2,42,4,2,0,95,11,0,32,13,23,6,549,6,18,24,35,41,14,11,6,30,12,17,22,22
"AB627687.1.1526",1,"counts",10,1286,1812,71,1377,296,706,1583,267,1468,1497,2058,1044,1507,100,2482,1194,4075,2772,1033,3079,309,239,512,154,880,1113,1504,6,38,0,22,288,67,53,0,2,524,178,0
"AB746536.1.1526",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AB969479.1.1526",1,"counts",0,0,0,3,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"AF224303.1.1531",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AQFT01000055.1196.2717",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AY958891.1.1518",1,"counts",0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CP015400.1820588.1822127",1,"counts",18,2,12,6,2,1,5,0,3,29,3,0,0,2,6,1,0,0,25,0,3,7,9,42,7,7,2,159,46,21,1,56,315,103,67,14,81,63,65,5
"EF031004.1.1524",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"EF071294.1.1520",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EU622706.1.1514",1,"counts",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPLO01004147.8.1521",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"JN969340.1.1517",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX218620.1.1514",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MKZZ01000031.48.1589",1,"counts",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLHG01000091.232.1769",1,"counts",0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLHI01000090.51.1588",1,"counts",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
"AB034064.1.1528",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB506181.1.1525",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB506423.1.1525",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB627487.1.1525",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AB627500.1.1525",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,4,5,0,0,3,3,1,0,0,2,0,0,0,0,3,2,0
"AB627509.1.1525",1,"counts",0,3,6,10,1,6,1,1,4,3,0,2,6,3,9,2,1,0,3,4,6,1,5,3,5,4,0,4,4,0,0,7,4,1,5,2,4,3,2,0
"AB627520.1.1525",1,"counts",15,4,9,16,8,6,8,8,4,16,4,8,3,2,6,18,9,13,8,9,17,1,7,5,6,5,2,3,2,3,0,1,4,2,2,3,4,1,2,20
"AB627586.1.1525",1,"counts",0,0,7,0,0,0,0,77,0,3,0,1,0,13,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"AB627599.1.1525",1,"counts",13,3,207,7,0,0,19,48,2,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"AB627601.1.1525",1,"counts",42,12,7,32,4,13,3,2,26,9,1,8,11,10,5,10,8,15,14,48,104,24,83,19,9,0,3,8,8,15,0,6,26,6,9,0,72,19,13,12
"AB627609.1.1525",1,"counts",0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,28,0,13,0,0,5,0,0,0,1,1,0,2,0,0,51,0,0
"AB821699.1.1525",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB969366.1.1525",1,"counts",3,13,1,2,13,1,15,15,2,21,2,7,3,2,1,3,3,0,10,30,22,18,10,38,70,56,32,19,24,18,0,6,30,24,73,11,3,2,0,4
"AB969483.1.1525",1,"counts",0,0,0,17,0,0,0,0,0,0,0,0,0,4,52,0,0,0,4,0,1,0,3,2,0,0,1,0,0,0,0,30,0,1,0,0,0,2,140,0
"AB969643.1.1525",1,"counts",0,1,5,23,0,1,3,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,1,2,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0
"ABVQ01000037.56921.58441",1,"counts",0,0,0,2,0,0,0,2,7,1,0,34,0,9,95,1,1,0,5,1,1,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"AY854353.1.1525",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"CP015405.196247.197788",1,"counts",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CVTZ01000011.472188.473700",1,"counts",0,0,0,0,0,1,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYYV01000001.321800.323312",1,"counts",3304,0,0,55,0,0,0,0,0,0,68,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,67,0,2763
"CZAC01000092.963.2475",1,"counts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
